order_id,customer_id,status,created_at,shipped_at,delivered_at,returned_at
31,6826,Shipped,2021-05-02 20:25:18,2021-05-03 21:25:18,2021-05-05 12:25:18,
32,5012,Complete,2021-10-23 10:22:58,2021-10-24 22:22:58,2021-10-26 03:22:58,
33,5274,Complete,2021-03-21 03:17:18,2021-03-21 05:17:18,2021-03-23 01:17:18,
34,946,Complete,2021-05-30 13:00:09,2021-05-31 21:00:09,2021-06-02 06:00:09,
35,9328,Complete,2021-05-02 10:00:59,2021-05-02 18:00:59,2021-05-03 23:00:59,
36,671,Complete,2021-06-06 20:25:51,2021-06-08 15:25:51,2021-06-09 20:25:51,
37,5057,Complete,2021-02-04 11:44:21,2021-02-06 06:44:21,2021-02-07 18:44:21,
38,7764,Cancelled,2021-09-12 22:29:03,,,
39,6677,Complete,2021-03-28 03:08:33,2021-03-29 09:08:33,2021-03-30 21:08:33,
40,5911,Complete,2021-10-28 23:17:55,2021-10-29 19:17:55,2021-10-31 06:17:55,
41,9650,Processing,2021-10-10 18:00:35,,,
42,8520,Complete,2021-06-25 03:40:36,2021-06-25 21:40:36,2021-06-26 21:40:36,
43,9063,Complete,2021-10-08 03:41:52,2021-10-08 04:41:52,2021-10-09 13:41:52,
44,6512,Complete,2021-09-06 08:02:06,2021-09-06 09:02:06,2021-09-07 15:02:06,
45,7767,Cancelled,2021-10-20 22:55:52,,,
46,9361,Complete,2021-05-10 18:03:54,2021-05-12 00:03:54,2021-05-13 16:03:54,
47,6472,Complete,2021-03-10 11:15:12,2021-03-12 09:15:12,2021-03-13 14:15:12,
48,7290,Complete,2021-10-06 09:00:09,2021-10-07 19:00:09,2021-10-08 20:00:09,
49,7062,Returned,2021-07-17 19:15:22,2021-07-18 02:15:22,2021-07-19 02:15:22,2021-07-21 06:15:22
50,2985,Cancelled,2021-10-22 01:17:05,,,
51,7597,Complete,2021-01-08 15:48:59,2021-01-08 20:48:59,2021-01-10 18:48:59,
52,6633,Complete,2021-09-22 21:20:57,2021-09-24 18:20:57,2021-09-25 22:20:57,
53,4116,Complete,2021-09-29 02:02:42,2021-09-30 21:02:42,2021-10-02 04:02:42,
54,8603,Complete,2021-02-19 05:23:31,2021-02-20 12:23:31,2021-02-21 13:23:31,
55,151,Complete,2021-08-05 02:10:02,2021-08-05 12:10:02,2021-08-07 03:10:02,
56,1334,Cancelled,2021-10-25 16:47:26,,,
57,7032,Complete,2021-09-04 01:51:38,2021-09-05 17:51:38,2021-09-07 04:51:38,
58,6673,Complete,2021-08-30 23:40:06,2021-08-31 12:40:06,2021-09-02 11:40:06,
59,3901,Shipped,2021-09-01 09:20:46,2021-09-02 19:20:46,2021-09-04 14:20:46,
60,3313,Cancelled,2021-09-26 06:59:25,,,
61,2827,Returned,2021-08-14 11:29:03,2021-08-16 02:29:03,2021-08-18 00:29:03,2021-08-21 03:29:03
62,8754,Complete,2021-08-10 21:02:19,2021-08-12 04:02:19,2021-08-13 14:02:19,
63,4618,Complete,2021-01-28 03:06:51,2021-01-29 21:06:51,2021-01-30 21:06:51,
64,3224,Complete,2021-06-15 17:29:06,2021-06-17 04:29:06,2021-06-18 05:29:06,
65,4397,Complete,2021-08-10 22:12:51,2021-08-11 06:12:51,2021-08-12 07:12:51,
66,6302,Complete,2021-07-28 12:30:49,2021-07-29 00:30:49,2021-07-30 08:30:49,
67,1615,Complete,2021-04-29 02:25:42,2021-04-29 14:25:42,2021-04-30 18:25:42,
68,2620,Complete,2021-07-28 18:11:49,2021-07-29 17:11:49,2021-07-31 04:11:49,
69,1743,Complete,2021-10-02 19:29:20,2021-10-04 09:29:20,2021-10-06 03:29:20,
70,1446,Cancelled,2021-04-19 15:44:00,,,
71,3329,Complete,2021-09-16 20:01:56,2021-09-17 06:01:56,2021-09-19 01:01:56,
72,7492,Complete,2021-07-12 01:53:37,2021-07-13 18:53:37,2021-07-15 13:53:37,
73,2204,Complete,2021-09-30 13:00:12,2021-10-02 08:00:12,2021-10-04 05:00:12,
74,1551,Complete,2021-09-22 20:00:23,2021-09-23 11:00:23,2021-09-24 15:00:23,
75,5885,Complete,2021-09-28 19:44:00,2021-09-30 07:44:00,2021-10-01 19:44:00,
76,8827,Complete,2021-07-09 18:02:31,2021-07-09 23:02:31,2021-07-11 14:02:31,
77,1098,Processing,2021-05-16 12:31:49,,,
78,2218,Complete,2021-02-24 03:16:25,2021-02-24 08:16:25,2021-02-26 04:16:25,
79,1411,Complete,2021-06-01 22:22:17,2021-06-03 10:22:17,2021-06-04 20:22:17,
80,7405,Cancelled,2021-05-05 18:18:55,,,
81,4888,Complete,2021-07-31 20:58:56,2021-08-01 05:58:56,2021-08-02 13:58:56,
82,7039,Complete,2021-04-13 01:21:52,2021-04-13 08:21:52,2021-04-15 07:21:52,
83,7198,Complete,2021-10-27 06:40:20,2021-10-29 01:40:20,2021-10-31 00:40:20,
84,8198,Complete,2021-10-31 11:06:31,2021-11-01 18:06:31,2021-11-03 01:06:31,
85,4153,Complete,2021-10-08 13:50:53,2021-10-09 19:50:53,2021-10-10 21:50:53,
86,2522,Cancelled,2021-09-05 00:24:32,,,
87,9511,Complete,2021-08-09 04:05:44,2021-08-10 19:05:44,2021-08-12 15:05:44,
88,9963,Complete,2021-01-30 15:32:57,2021-01-31 04:32:57,2021-02-01 15:32:57,
89,9564,Complete,2021-09-20 21:27:44,2021-09-22 00:27:44,2021-09-23 16:27:44,
90,6265,Complete,2021-05-31 01:27:18,2021-06-01 22:27:18,2021-06-03 20:27:18,
91,8821,Complete,2021-09-07 22:47:38,2021-09-08 22:47:38,2021-09-10 02:47:38,
92,3789,Complete,2021-07-31 09:10:42,2021-08-02 03:10:42,2021-08-04 00:10:42,
93,5579,Returned,2021-03-06 22:40:20,2021-03-08 12:40:20,2021-03-09 14:40:20,2021-03-12 13:40:20
94,4488,Complete,2021-03-04 20:11:09,2021-03-06 13:11:09,2021-03-08 09:11:09,
95,7939,Complete,2021-07-12 05:06:52,2021-07-13 06:06:52,2021-07-15 02:06:52,
96,5957,Complete,2021-04-17 06:00:56,2021-04-17 21:00:56,2021-04-19 17:00:56,
97,8469,Complete,2021-10-19 17:07:10,2021-10-20 05:07:10,2021-10-22 03:07:10,
98,2111,Complete,2021-04-13 06:14:36,2021-04-13 08:14:36,2021-04-15 07:14:36,
99,3039,Complete,2021-08-29 04:50:02,2021-08-30 11:50:02,2021-08-31 15:50:02,
100,3853,Complete,2021-09-22 01:14:18,2021-09-23 03:14:18,2021-09-24 21:14:18,
101,3283,Complete,2021-01-21 23:45:40,2021-01-22 05:45:40,2021-01-24 04:45:40,
102,3600,Shipped,2021-10-24 17:04:54,2021-10-25 00:04:54,2021-10-26 01:04:54,
103,9651,Complete,2021-10-08 00:52:59,2021-10-09 03:52:59,2021-10-10 21:52:59,
104,6645,Complete,2021-05-10 09:05:58,2021-05-11 11:05:58,2021-05-12 18:05:58,
105,2088,Complete,2021-03-27 04:27:03,2021-03-27 15:27:03,2021-03-28 17:27:03,
106,1907,Complete,2021-09-14 16:28:17,2021-09-16 03:28:17,2021-09-17 10:28:17,
107,4210,Complete,2021-04-30 17:05:34,2021-05-02 14:05:34,2021-05-04 13:05:34,
108,7000,Complete,2021-10-11 11:16:14,2021-10-13 07:16:14,2021-10-14 10:16:14,
109,7851,Cancelled,2021-07-15 07:33:51,,,
110,7851,Complete,2021-10-17 07:08:55,2021-10-18 13:08:55,2021-10-19 21:08:55,
111,7586,Complete,2021-04-15 13:28:12,2021-04-15 15:28:12,2021-04-16 22:28:12,
112,6435,Shipped,2021-07-23 02:53:47,2021-07-24 08:53:47,2021-07-26 01:53:47,
113,9202,Complete,2021-08-03 06:05:04,2021-08-04 18:05:04,2021-08-06 11:05:04,
114,8601,Returned,2021-02-28 10:25:47,2021-03-01 13:25:47,2021-03-03 08:25:47,2021-03-05 12:25:47
115,2690,Complete,2021-03-05 12:32:48,2021-03-05 18:32:48,2021-03-07 10:32:48,
116,4611,Complete,2021-03-20 15:02:00,2021-03-22 13:02:00,2021-03-23 20:02:00,
117,8839,Cancelled,2021-04-17 08:17:48,,,
118,3129,Cancelled,2021-01-22 13:58:40,,,
119,6769,Cancelled,2021-02-12 04:15:26,,,
120,7619,Cancelled,2021-04-05 18:06:28,,,
121,2357,Shipped,2021-01-09 11:38:58,2021-01-10 18:38:58,2021-01-12 00:38:58,
122,6959,Complete,2021-03-18 14:47:14,2021-03-20 11:47:14,2021-03-22 10:47:14,
123,2345,Cancelled,2021-08-21 00:53:19,,,
124,4883,Complete,2021-03-10 17:37:38,2021-03-12 03:37:38,2021-03-13 09:37:38,
125,3027,Complete,2021-04-20 21:43:36,2021-04-21 02:43:36,2021-04-22 05:43:36,
126,2421,Complete,2021-03-31 18:24:28,2021-04-01 02:24:28,2021-04-03 00:24:28,
127,9306,Returned,2021-09-12 06:20:01,2021-09-13 15:20:01,2021-09-15 01:20:01,2021-09-18 23:20:01
128,7127,Complete,2021-04-24 18:28:56,2021-04-26 06:28:56,2021-04-28 04:28:56,
129,3500,Complete,2021-01-15 20:30:28,2021-01-17 02:30:28,2021-01-18 22:30:28,
130,4946,Complete,2021-01-27 22:38:38,2021-01-29 18:38:38,2021-01-31 14:38:38,
131,1423,Complete,2021-08-08 18:00:27,2021-08-09 03:00:27,2021-08-10 15:00:27,
132,3030,Complete,2021-09-16 02:44:35,2021-09-17 07:44:35,2021-09-19 01:44:35,
133,7321,Complete,2021-02-21 07:00:36,2021-02-21 15:00:36,2021-02-23 00:00:36,
134,2531,Complete,2021-05-16 16:06:41,2021-05-16 20:06:41,2021-05-18 10:06:41,
135,7460,Cancelled,2021-07-01 09:04:04,,,
136,7333,Complete,2021-05-04 19:28:42,2021-05-05 13:28:42,2021-05-06 23:28:42,
137,3060,Complete,2021-01-21 20:34:04,2021-01-22 19:34:04,2021-01-24 07:34:04,
138,4144,Complete,2021-04-23 01:44:19,2021-04-24 13:44:19,2021-04-25 18:44:19,
139,6106,Complete,2021-05-16 18:04:55,2021-05-17 21:04:55,2021-05-19 17:04:55,
140,4300,Complete,2021-09-24 15:16:58,2021-09-25 21:16:58,2021-09-27 02:16:58,
141,6004,Complete,2021-03-31 13:56:14,2021-03-31 23:56:14,2021-04-02 15:56:14,
142,9962,Complete,2021-04-27 21:56:50,2021-04-28 05:56:50,2021-04-30 00:56:50,
143,2823,Complete,2021-09-12 06:05:31,2021-09-13 02:05:31,2021-09-14 22:05:31,
144,512,Complete,2021-01-23 02:41:22,2021-01-24 18:41:22,2021-01-25 19:41:22,
145,7999,Complete,2021-07-09 09:36:24,2021-07-11 02:36:24,2021-07-12 22:36:24,
146,3178,Cancelled,2021-02-03 02:37:56,,,
147,7287,Complete,2021-01-06 03:27:35,2021-01-06 17:27:35,2021-01-08 09:27:35,
148,8103,Complete,2021-07-10 19:28:17,2021-07-12 09:28:17,2021-07-14 01:28:17,
149,1195,Complete,2021-06-03 08:36:13,2021-06-03 15:36:13,2021-06-05 07:36:13,
150,631,Complete,2021-06-15 11:45:05,2021-06-16 22:45:05,2021-06-17 23:45:05,
151,3994,Complete,2021-08-03 00:14:52,2021-08-03 23:14:52,2021-08-05 07:14:52,
152,3750,Complete,2021-09-27 18:06:50,2021-09-28 19:06:50,2021-09-30 01:06:50,
153,7397,Complete,2021-03-30 23:39:15,2021-03-31 04:39:15,2021-04-01 19:39:15,
154,770,Cancelled,2021-06-29 15:05:25,,,
155,1313,Processing,2021-02-23 06:20:44,,,
156,3131,Complete,2021-01-14 21:06:33,2021-01-16 12:06:33,2021-01-18 03:06:33,
157,9073,Complete,2021-01-17 04:02:18,2021-01-17 11:02:18,2021-01-18 17:02:18,
158,8897,Complete,2021-01-27 15:21:08,2021-01-28 08:21:08,2021-01-30 06:21:08,
159,6743,Complete,2021-09-20 01:54:28,2021-09-20 06:54:28,2021-09-21 07:54:28,
160,7714,Processing,2021-10-15 00:08:33,,,
161,1175,Cancelled,2021-02-07 09:05:36,,,
162,8960,Complete,2021-01-24 09:17:07,2021-01-25 08:17:07,2021-01-26 15:17:07,
163,7777,Complete,2021-02-09 21:47:48,2021-02-09 23:47:48,2021-02-11 15:47:48,
164,1093,Complete,2021-03-02 15:04:00,2021-03-03 05:04:00,2021-03-04 10:04:00,
165,2366,Complete,2021-01-25 02:00:57,2021-01-27 01:00:57,2021-01-28 17:00:57,
166,5633,Complete,2021-10-05 13:23:33,2021-10-05 21:23:33,2021-10-07 16:23:33,
167,8422,Complete,2021-10-10 09:58:50,2021-10-11 09:58:50,2021-10-13 02:58:50,
168,3606,Complete,2021-10-24 07:04:56,2021-10-24 09:04:56,2021-10-26 08:04:56,
169,2969,Cancelled,2021-04-05 12:52:45,,,
170,8195,Complete,2021-02-19 19:01:22,2021-02-19 23:01:22,2021-02-21 03:01:22,
171,2250,Complete,2021-01-19 18:57:58,2021-01-20 10:57:58,2021-01-21 20:57:58,
172,6036,Complete,2021-08-20 20:14:45,2021-08-22 05:14:45,2021-08-23 10:14:45,
173,5633,Complete,2021-05-18 09:50:24,2021-05-20 05:50:24,2021-05-21 06:50:24,
174,5950,Complete,2021-01-29 07:37:58,2021-01-30 22:37:58,2021-02-01 21:37:58,
175,6077,Complete,2021-05-07 13:18:48,2021-05-08 22:18:48,2021-05-10 08:18:48,
176,3313,Complete,2021-03-10 03:52:05,2021-03-10 23:52:05,2021-03-12 22:52:05,
177,1364,Complete,2021-01-19 06:46:38,2021-01-19 13:46:38,2021-01-21 06:46:38,
178,5654,Complete,2021-07-13 05:06:41,2021-07-13 20:06:41,2021-07-15 12:06:41,
179,1172,Processing,2021-06-19 10:53:49,,,
180,755,Cancelled,2021-08-22 01:26:15,,,
181,3759,Complete,2021-03-22 14:54:53,2021-03-23 05:54:53,2021-03-24 17:54:53,
182,5717,Complete,2021-05-01 05:16:20,2021-05-02 02:16:20,2021-05-03 15:16:20,
183,2838,Complete,2021-04-13 04:13:25,2021-04-14 08:13:25,2021-04-15 22:13:25,
184,6964,Complete,2021-05-11 06:25:43,2021-05-12 21:25:43,2021-05-14 10:25:43,
185,6873,Complete,2021-09-02 21:46:45,2021-09-03 11:46:45,2021-09-05 01:46:45,
186,4779,Complete,2021-01-03 03:36:51,2021-01-03 09:36:51,2021-01-04 13:36:51,
187,2510,Processing,2021-04-04 18:37:06,,,
188,2679,Complete,2021-04-24 19:40:50,2021-04-25 21:40:50,2021-04-27 06:40:50,
189,9859,Complete,2021-10-14 06:26:50,2021-10-14 19:26:50,2021-10-16 07:26:50,
190,1583,Shipped,2021-07-13 19:20:34,2021-07-15 12:20:34,2021-07-17 04:20:34,
191,8442,Complete,2021-05-06 22:55:33,2021-05-08 18:55:33,2021-05-10 07:55:33,
192,1042,Complete,2021-06-30 00:09:14,2021-06-30 20:09:14,2021-07-02 17:09:14,
193,8862,Complete,2021-06-27 09:25:48,2021-06-27 19:25:48,2021-06-29 16:25:48,
194,9469,Complete,2021-06-20 18:02:02,2021-06-22 09:02:02,2021-06-23 18:02:02,
195,982,Cancelled,2021-05-26 12:17:40,,,
196,513,Complete,2021-09-15 12:03:53,2021-09-16 05:03:53,2021-09-17 11:03:53,
197,1565,Complete,2021-05-30 23:10:57,2021-06-01 09:10:57,2021-06-02 23:10:57,
198,1195,Cancelled,2021-04-02 05:06:26,,,
199,8224,Complete,2021-03-31 05:57:11,2021-04-01 14:57:11,2021-04-03 03:57:11,
200,1775,Complete,2021-04-28 11:52:32,2021-04-30 10:52:32,2021-05-01 19:52:32,
201,3744,Complete,2021-08-14 00:28:13,2021-08-14 10:28:13,2021-08-16 08:28:13,
202,533,Complete,2021-01-31 09:36:19,2021-01-31 19:36:19,2021-02-02 17:36:19,
203,9566,Complete,2021-10-07 11:54:30,2021-10-08 06:54:30,2021-10-09 21:54:30,
204,1331,Cancelled,2021-03-16 17:58:08,,,
205,6506,Complete,2021-09-19 03:30:35,2021-09-20 11:30:35,2021-09-22 09:30:35,
206,8288,Processing,2021-06-23 14:17:44,,,
207,3081,Complete,2021-05-17 19:39:15,2021-05-18 17:39:15,2021-05-20 05:39:15,
208,1080,Complete,2021-07-25 03:26:09,2021-07-25 10:26:09,2021-07-26 22:26:09,
209,6898,Complete,2021-06-21 20:36:58,2021-06-21 21:36:58,2021-06-23 09:36:58,
210,3297,Complete,2021-03-20 08:20:12,2021-03-21 14:20:12,2021-03-22 15:20:12,
211,5585,Complete,2021-02-04 08:07:12,2021-02-05 13:07:12,2021-02-07 11:07:12,
212,969,Complete,2021-10-31 18:20:30,2021-11-01 00:20:30,2021-11-02 19:20:30,
213,7411,Shipped,2021-04-09 03:00:00,2021-04-10 06:00:00,2021-04-11 08:00:00,
214,1230,Complete,2021-08-15 21:43:21,2021-08-16 21:43:21,2021-08-18 20:43:21,
215,28,Complete,2021-04-13 14:49:53,2021-04-15 05:49:53,2021-04-17 04:49:53,
216,8730,Processing,2021-07-06 01:23:38,,,
217,4754,Complete,2021-04-16 15:57:51,2021-04-17 07:57:51,2021-04-18 15:57:51,
218,4032,Complete,2021-10-20 14:46:11,2021-10-21 23:46:11,2021-10-23 10:46:11,
219,8740,Complete,2021-08-28 16:08:45,2021-08-28 23:08:45,2021-08-30 05:08:45,
220,5229,Complete,2021-05-05 09:39:09,2021-05-05 12:39:09,2021-05-07 10:39:09,
221,1156,Complete,2021-06-11 19:47:36,2021-06-13 07:47:36,2021-06-14 23:47:36,
222,3220,Complete,2021-04-12 14:28:21,2021-04-13 08:28:21,2021-04-15 06:28:21,
223,7328,Complete,2021-05-28 15:52:02,2021-05-29 07:52:02,2021-05-30 14:52:02,
224,2711,Complete,2021-08-03 13:51:24,2021-08-04 11:51:24,2021-08-05 18:51:24,
225,7043,Complete,2021-01-13 01:26:44,2021-01-14 18:26:44,2021-01-16 01:26:44,
226,6090,Complete,2021-09-09 17:31:35,2021-09-10 12:31:35,2021-09-12 10:31:35,
227,9899,Complete,2021-09-07 00:36:06,2021-09-08 07:36:06,2021-09-09 15:36:06,
228,6753,Complete,2021-03-01 06:07:56,2021-03-01 21:07:56,2021-03-03 13:07:56,
229,9278,Complete,2021-01-16 12:53:30,2021-01-16 17:53:30,2021-01-17 17:53:30,
230,7532,Cancelled,2021-06-10 16:36:50,,,
231,669,Complete,2021-06-27 16:05:23,2021-06-29 02:05:23,2021-06-30 03:05:23,
232,7468,Returned,2021-04-04 21:23:48,2021-04-06 07:23:48,2021-04-07 09:23:48,2021-04-10 03:23:48
233,25,Cancelled,2021-03-14 18:05:28,,,
234,5750,Complete,2021-02-01 06:54:05,2021-02-03 04:54:05,2021-02-04 10:54:05,
235,8506,Cancelled,2021-05-30 05:20:45,,,
236,775,Complete,2021-05-14 11:26:21,2021-05-14 20:26:21,2021-05-16 13:26:21,
237,9526,Cancelled,2021-07-05 22:21:24,,,
238,8909,Complete,2021-10-25 03:37:56,2021-10-25 18:37:56,2021-10-26 19:37:56,
239,2324,Complete,2021-05-04 13:52:34,2021-05-04 18:52:34,2021-05-05 23:52:34,
240,2093,Complete,2021-01-06 12:41:47,2021-01-06 23:41:47,2021-01-08 16:41:47,
241,7672,Cancelled,2021-10-31 04:23:17,,,
242,3343,Cancelled,2021-03-02 09:23:07,,,
243,4148,Complete,2021-06-05 01:50:19,2021-06-06 08:50:19,2021-06-07 17:50:19,
244,4243,Complete,2021-05-06 15:13:53,2021-05-08 14:13:53,2021-05-09 14:13:53,
245,3978,Complete,2021-07-08 14:03:10,2021-07-08 18:03:10,2021-07-09 23:03:10,
246,2058,Complete,2021-01-30 14:33:31,2021-01-31 08:33:31,2021-02-01 15:33:31,
247,52,Complete,2021-09-21 19:18:42,2021-09-22 21:18:42,2021-09-24 01:18:42,
248,2396,Complete,2021-08-15 17:17:28,2021-08-15 23:17:28,2021-08-17 14:17:28,
249,3409,Complete,2021-02-03 16:48:17,2021-02-03 20:48:17,2021-02-05 19:48:17,
250,2397,Complete,2021-08-30 19:20:32,2021-08-31 20:20:32,2021-09-02 19:20:32,
251,4343,Complete,2021-05-07 02:47:52,2021-05-07 09:47:52,2021-05-08 11:47:52,
252,6641,Complete,2021-10-22 17:30:11,2021-10-23 22:30:11,2021-10-24 22:30:11,
253,4042,Processing,2021-08-19 01:38:53,,,
254,1734,Cancelled,2021-05-23 19:58:44,,,
255,6805,Complete,2021-02-15 19:25:35,2021-02-17 09:25:35,2021-02-18 15:25:35,
256,5062,Complete,2021-04-08 19:26:36,2021-04-08 23:26:36,2021-04-09 23:26:36,
257,6803,Shipped,2021-07-20 01:58:45,2021-07-21 10:58:45,2021-07-22 10:58:45,
258,3310,Complete,2021-05-19 18:00:42,2021-05-20 01:00:42,2021-05-21 14:00:42,
259,474,Complete,2021-09-04 01:48:03,2021-09-05 05:48:03,2021-09-06 14:48:03,
260,5471,Complete,2021-01-26 19:32:03,2021-01-28 00:32:03,2021-01-29 14:32:03,
261,244,Complete,2021-10-04 06:23:18,2021-10-05 09:23:18,2021-10-06 18:23:18,
262,6020,Complete,2021-10-27 14:10:12,2021-10-28 08:10:12,2021-10-30 06:10:12,
263,4142,Complete,2021-03-11 23:03:48,2021-03-13 15:03:48,2021-03-14 22:03:48,
264,2250,Complete,2021-10-29 17:47:02,2021-10-30 07:47:02,2021-10-31 21:47:02,
265,8600,Complete,2021-08-17 21:18:43,2021-08-19 18:18:43,2021-08-21 12:18:43,
266,5421,Complete,2021-03-13 10:51:19,2021-03-13 15:51:19,2021-03-15 00:51:19,
267,4090,Complete,2021-05-17 23:20:45,2021-05-18 10:20:45,2021-05-19 21:20:45,
268,3534,Complete,2021-08-15 10:55:26,2021-08-17 03:55:26,2021-08-18 10:55:26,
269,2539,Complete,2021-09-23 12:23:50,2021-09-25 05:23:50,2021-09-26 14:23:50,
270,1827,Complete,2021-04-12 06:29:58,2021-04-13 14:29:58,2021-04-15 11:29:58,
271,9137,Complete,2021-08-23 09:51:55,2021-08-24 09:51:55,2021-08-26 06:51:55,
272,7494,Complete,2021-09-09 17:28:40,2021-09-10 23:28:40,2021-09-12 13:28:40,
273,8833,Complete,2021-06-08 18:24:44,2021-06-10 06:24:44,2021-06-11 08:24:44,
274,8585,Complete,2021-05-12 08:14:07,2021-05-13 07:14:07,2021-05-15 02:14:07,
275,1999,Complete,2021-05-12 18:37:57,2021-05-13 13:37:57,2021-05-15 04:37:57,
276,6829,Complete,2021-01-29 08:16:26,2021-01-29 22:16:26,2021-01-31 12:16:26,
277,7579,Complete,2021-10-28 18:33:34,2021-10-29 15:33:34,2021-10-30 19:33:34,
278,3831,Returned,2021-01-25 23:10:33,2021-01-26 15:10:33,2021-01-28 03:10:33,2021-01-31 11:10:33
279,5345,Complete,2021-05-13 16:13:32,2021-05-15 04:13:32,2021-05-16 09:13:32,
280,9550,Complete,2021-08-27 16:20:04,2021-08-28 07:20:04,2021-08-29 23:20:04,
281,7301,Processing,2021-07-13 22:52:24,,,
282,9475,Processing,2021-09-04 15:13:58,,,
283,5661,Shipped,2021-08-19 08:23:14,2021-08-20 14:23:14,2021-08-21 16:23:14,
284,3083,Complete,2021-04-11 20:44:56,2021-04-12 11:44:56,2021-04-13 19:44:56,
285,9207,Complete,2021-03-12 22:54:30,2021-03-13 12:54:30,2021-03-15 10:54:30,
286,8860,Complete,2021-02-11 22:41:18,2021-02-13 11:41:18,2021-02-15 03:41:18,
287,3826,Complete,2021-06-07 11:31:38,2021-06-07 13:31:38,2021-06-09 12:31:38,
288,3789,Complete,2021-02-27 03:27:06,2021-02-28 00:27:06,2021-03-01 14:27:06,
289,1822,Returned,2021-07-19 19:16:27,2021-07-21 12:16:27,2021-07-23 03:16:27,2021-07-27 15:16:27
290,1413,Complete,2021-01-19 10:23:55,2021-01-20 05:23:55,2021-01-21 12:23:55,
291,1441,Complete,2021-10-15 16:59:10,2021-10-16 21:59:10,2021-10-17 21:59:10,
292,9521,Complete,2021-05-11 23:07:20,2021-05-13 16:07:20,2021-05-14 21:07:20,
293,3247,Complete,2021-10-14 01:49:16,2021-10-15 04:49:16,2021-10-16 13:49:16,
294,2411,Complete,2021-04-06 08:33:06,2021-04-07 01:33:06,2021-04-08 17:33:06,
295,4439,Complete,2021-05-06 09:44:22,2021-05-07 03:44:22,2021-05-08 15:44:22,
296,9470,Shipped,2021-07-21 15:04:03,2021-07-23 06:04:03,2021-07-24 08:04:03,
297,805,Complete,2021-09-22 05:08:53,2021-09-23 22:08:53,2021-09-25 10:08:53,
298,9227,Complete,2021-07-03 21:43:40,2021-07-04 09:43:40,2021-07-06 05:43:40,
299,9813,Complete,2021-03-02 05:49:49,2021-03-02 16:49:49,2021-03-04 02:49:49,
300,7306,Complete,2021-05-10 08:47:43,2021-05-10 21:47:43,2021-05-12 00:47:43,
301,7149,Complete,2021-02-05 17:15:46,2021-02-06 22:15:46,2021-02-07 22:15:46,
302,3437,Returned,2021-10-05 09:50:35,2021-10-06 04:50:35,2021-10-07 07:50:35,2021-10-09 20:50:35
303,6521,Complete,2021-09-24 01:16:44,2021-09-24 13:16:44,2021-09-26 07:16:44,
