product_id,product_name,product_brand,product_price,product_cost,product_category,product_description
146,Ergonomic Linen Shirt,"Moore, Rodriguez and Davidson",42.48,21.24,Above fast,Follow trip huge address dinner.
147,Intelligent Cotton Clock,"Blair, Burgess and Arnold",41.32,20.66,Democratic same,Church work father eight hit hotel.
148,Incredible Leather Car,Nunez PLC,55.94,39.158,Minute deal,State second TV agreement.
149,Sleek Rubber Plate,Cervantes and Sons,14.68,8.808,Trip option,Since police recognize generation popular perform.
150,Aerodynamic Steel Computer,Wilson Inc,73.6,44.16,Candidate small,Ball up usually reason.
151,Sleek Paper Keyboard,Ali-Lopez,14.85,11.879999999999999,Miss security,Car less popular part result station task.
152,Intelligent Plastic Computer,"Henry, Bowers and Brown",14.24,11.392,Fight answer,Popular section society store.
153,Mediocre Iron Keyboard,Ellis Inc,5.22,3.654,Fly prevent,North term claim after short would.
154,Ergonomic Leather Clock,"James, Wilson and Fleming",62.48,31.24,Low nature,Film quickly new particularly turn.
155,Fantastic Aluminum Clock,Harrison LLC,59.33,35.598,Detail program,Animal raise box half cultural.
156,Durable Steel Wallet,Hogan LLC,33.8,16.9,Call thousand,Moment someone reflect shoulder bar.
157,Durable Cotton Wallet,"Wilson, Singleton and Martin",20.95,14.665000000000001,Television pm,Traditional enjoy produce character.
158,Fantastic Concrete Wallet,Roberson-Daniel,41.28,20.64,Operation measure,Enter white director operation nothing bar little.
159,Aerodynamic Silk Bench,"Kennedy, Johnson and Vargas",48.47,33.928999999999995,Few because,Than just piece fight space determine money.
160,Ergonomic Steel Gloves,Foster LLC,38.84,23.304000000000002,Agent along,Staff upon audience try meeting feel wall.
161,Durable Concrete Bag,Wilson-Howard,28.2,19.740000000000002,Instead only,Section yourself central player arrive feel bag.
162,Small Iron Keyboard,"Barrett, Garcia and Powers",44.38,31.066000000000003,Wind cost,Attention special know pass attention.
163,Gorgeous Granite Bag,"Hancock, Andrews and Reed",67.65,40.59,War window,Which visit receive enjoy might.
164,Ergonomic Steel Watch,Krueger-Lowery,40.17,20.085,Without marriage,So recently physical off quality physical food official.
165,Rustic Wooden Bench,"Jarvis, Mullins and White",14.77,10.339,Understand voice,Strong reason raise meet space drop capital.
166,Aerodynamic Linen Watch,Wood and Sons,2.93,2.3440000000000003,Care what,Get quite shake test through final learn safe.
167,Sleek Granite Bag,"Johnson, Freeman and Soto",94.34,47.17,Organization modern,Power their us time argue region response.
168,Durable Plastic Keyboard,Mccoy LLC,67.47,40.482,Prepare scientist,Exactly eat score figure spring.
169,Mediocre Leather Hat,"Lawrence, Klein and Garcia",16.96,10.176,Difficult ten,Professor lot mother public something agency standard.
170,Enormous Wooden Pants,Morgan and Sons,48.49,38.792,Relationship front,Establish four major attention test little certainly.
171,Practical Silk Plate,Smith-Thomas,66.61,46.626999999999995,Long throw,American shoulder establish police.
172,Mediocre Wool Car,Marquez and Sons,66.32,53.056,High music,Difference south treatment important seem strategy.
173,Lightweight Copper Clock,Torres-Parker,40.52,28.364000000000004,World thing,Entire might test but.
174,Rustic Silk Chair,Gray-Carson,21.65,12.989999999999998,Customer heart,Hot mind activity expert test year experience.
175,Awesome Leather Coat,"Snyder, Bradley and Jones",4.87,3.4090000000000003,Rich color,Reflect gun entire assume.
176,Aerodynamic Concrete Pants,"Fleming, Sutton and Ritter",98.62,78.896,Maintain article,Deep child meeting condition.
177,Intelligent Wooden Keyboard,"Foster, Ferguson and Maynard",38.99,19.495,Soldier agency,International two check future.
178,Small Leather Knife,Bell-Thomas,97.49,77.99199999999999,Responsibility imagine,Public budget debate school long pull have.
179,Incredible Iron Wallet,"Wagner, Taylor and Logan",75.78,53.04600000000001,Parent sure,Structure significant court nor.
180,Sleek Wooden Bag,Walton-Perez,96.7,77.36,Stock firm,Before performance month value.
181,Ergonomic Concrete Lamp,"Spears, Johnson and Walsh",2.11,1.4769999999999999,Easy huge,Skill than return paper group hit pressure ahead.
182,Heavy Duty Marble Coat,Roman-Vargas,59.5,47.6,Several art,Myself probably food our bring.
183,Mediocre Wooden Chair,Hall PLC,38.17,19.085,Share produce,Seat onto easy method billion.
184,Small Granite Plate,Carey Ltd,78.0,62.4,What mrs,Six road money small right front pattern.
185,Ergonomic Bronze Computer,Harris Group,21.44,17.152,Democrat set,Manager spring difference actually someone concern.
186,Gorgeous Concrete Hat,Stein-Collins,83.22,41.61,Four paper,Best produce fact yes they.
187,Intelligent Cotton Table,Liu Inc,60.9,42.63,Fact whom,For head college next.
188,Small Concrete Hat,"Bell, Hodge and Mason",71.4,35.7,Fast cut,Statement shake ever boy next foot edge.
189,Small Linen Bench,Hoffman-Moore,84.56,67.648,Security step,Tree address she sit term.
190,Mediocre Wool Plate,Lee-Smith,41.52,33.216,Ground audience,Something happen offer writer dog.
191,Mediocre Concrete Car,Mason Inc,42.98,25.788,Investment until,What well sit care major receive federal.
192,Lightweight Copper Table,Rivas PLC,34.51,24.157,Need night,Instead final many.
193,Incredible Bronze Gloves,Chambers-Quinn,3.56,2.848,Listen loss,Line produce indeed rule rise in.
194,Incredible Bronze Watch,Burke-Nguyen,86.32,43.16,Perform something,Region owner share true knowledge rock.
195,Sleek Cotton Keyboard,Martinez Ltd,48.5,38.8,Ready book,Hour threat positive.
196,Ergonomic Linen Wallet,"Arellano, Morris and Johnson",12.63,7.578,Exactly able,Method than example exist.
197,Aerodynamic Marble Coat,Rios-Robinson,42.0,29.4,Price mean,Born beautiful whom serve prove.
198,Practical Copper Clock,Davis Ltd,13.2,7.919999999999999,Structure put,Our hold organization and.
199,Gorgeous Linen Computer,"Thornton, Chavez and Harrington",84.6,42.3,Into five,Peace begin case successful mean energy.
200,Small Iron Car,Beck-Patel,59.75,29.875,Compare north,Find quickly somebody late.
201,Gorgeous Paper Computer,Garcia-Carpenter,35.19,21.113999999999997,Down about,Last thousand born toward.
202,Intelligent Paper Hat,Elliott PLC,99.76,49.88,Those century,Member seat rule.
203,Mediocre Granite Car,Collins Inc,37.46,22.476,Spring agent,Green nation think Mr evidence security nearly.
204,Ergonomic Silk Watch,Ward Group,96.84,67.788,A paper,Seem ready which week parent check.
205,Enormous Wooden Hat,Bonilla PLC,61.5,36.9,Trip us,Store order environmental similar want.
206,Rustic Wool Hat,"Deleon, Ali and Curtis",5.34,2.67,His administration,Society ahead ever development nice.
207,Awesome Leather Shoes,Nixon Group,72.75,36.375,Structure behind,Leg number vote simply material process.
208,Practical Marble Gloves,Cruz LLC,13.5,10.8,Sister practice,Us sit international myself picture soon join article.
209,Synergistic Aluminum Coat,"Rich, Moreno and Gregory",71.3,49.91,Similar standard,Piece whether argue energy.
210,Intelligent Bronze Bag,"Krueger, Lucas and Bond",29.69,20.783,Evening similar,Kitchen part place data prevent way democratic.
211,Aerodynamic Leather Clock,Villanueva-Wilson,95.8,47.9,So hand,Front single finish.
212,Rustic Linen Plate,Parks PLC,16.58,9.947999999999999,Ground factor,Single not Congress significant.
213,Intelligent Paper Bag,"Watts, Johnson and Smith",99.37,49.685,However moment,Him computer feeling fight thus occur reality.
214,Gorgeous Marble Shoes,Middleton-Garcia,27.75,13.875,Think design,Professor receive above somebody walk life operation.
215,Gorgeous Wool Knife,"Newton, Davis and Fisher",99.8,79.84,Deep relate,Heart direction until phone your late.
216,Rustic Aluminum Keyboard,Adams PLC,92.26,73.808,Debate around,Offer top none behind partner enjoy sit.
217,Awesome Bronze Watch,Dominguez-Ramirez,41.3,20.65,Into film,Position magazine tough beat.
218,Heavy Duty Concrete Chair,"Jordan, Goodwin and Haney",85.22,59.653999999999996,Market each,Security avoid score focus might recent.
219,Rustic Concrete Computer,"Thomas, Lee and Brooks",16.3,13.040000000000001,Break mission,Tv base dream year over.
220,Sleek Plastic Lamp,Arias-Reynolds,72.46,57.967999999999996,Between general,Source drug factor production stage describe cut.
221,Mediocre Iron Bench,"Hardy, Moon and Love",59.9,47.92,Summer read,Special something fall.
222,Lightweight Concrete Gloves,Booker Group,77.95,62.36,Win likely,Produce first address.
223,Heavy Duty Linen Table,"Paul, Howell and Wyatt",19.83,15.863999999999999,Camera effect,Opportunity early sound.
224,Rustic Copper Car,"Woods, Bell and Williams",88.75,44.375,Them activity,Fill thing contain.
225,Aerodynamic Cotton Wallet,Soto Ltd,57.23,45.784,Sound cultural,Enough let away between raise understand measure.
226,Ergonomic Copper Computer,Clark Ltd,3.14,1.884,Garden this,Business player factor.
227,Ergonomic Cotton Wallet,"Hunter, Hill and Rollins",20.97,12.581999999999999,Role and,Real able one hear.
228,Gorgeous Leather Shoes,Hurst-Gordon,26.24,13.12,Wish lead,Concern fish both probably.
229,Ergonomic Paper Bag,James-Kennedy,73.5,58.8,Specific whatever,Present property consider hear.
230,Awesome Plastic Knife,"Fisher, White and Thompson",66.85,33.425,Of vote,Laugh so change direction very.
231,Awesome Aluminum Bench,Blanchard Inc,97.36,77.888,Sense physical,Should middle box identify open.
232,Small Leather Bottle,"Benson, Miller and Owens",86.53,60.571000000000005,Conference measure,Position production view weight.
233,Intelligent Plastic Wallet,Campbell PLC,35.6,17.8,Education congress,Network glass end born forward world.
234,Gorgeous Wool Gloves,"Johnson, Good and Vasquez",90.11,54.065999999999995,Production rise,Specific able effect simply thought bag television.
235,Mediocre Granite Bench,Hoffman LLC,81.6,48.959999999999994,Interest into,Special order environment government newspaper.
236,Synergistic Wooden Bench,Harris-Boyd,92.65,64.855,Quite consider,Answer produce on much mother including individual worker.
237,Gorgeous Aluminum Computer,"Cunningham, Thompson and Silva",94.35,75.47999999999999,Mean week,Choice blood southern after there arrive no administration.
238,Enormous Iron Table,"Turner, Bryan and Carroll",64.35,45.044999999999995,Mind medical,Address stage stop strong value player see.
239,Ergonomic Silk Gloves,Hobbs-Brown,46.77,28.062,Particular include,Become write where middle such bring.
240,Ergonomic Leather Knife,Hester PLC,3.85,2.695,Herself free,Safe feel reach focus former trip business little.
241,Incredible Steel Shirt,"Young, Cortez and Nelson",29.13,17.478,Back again,Prevent institution fill training be.
242,Incredible Granite Coat,Scott-Hines,56.47,45.176,Truth star,Some admit have reduce finally.
243,Aerodynamic Steel Clock,Young-Williams,28.96,14.48,Start full,Artist catch dinner surface part education have good.
244,Durable Granite Pants,Hoover-Luna,80.15,64.12,Simply involve,Drug against out rule simple range type.
245,Rustic Granite Bench,Edwards-Schneider,18.62,9.31,Throw inside,Once raise produce there lay senior.
246,Heavy Duty Leather Knife,Bradford-Shepard,24.73,14.838,Care perhaps,Hope least government range modern left.
247,Enormous Copper Hat,Gentry Ltd,23.86,14.315999999999999,As skin,Smile alone item.
248,Synergistic Rubber Bottle,Berger PLC,73.69,51.58299999999999,Tend husband,Picture general certain story.
249,Intelligent Concrete Knife,"Smith, Barnett and Thompson",16.19,11.333000000000002,Speak analysis,Chair quite night range interview face.
250,Aerodynamic Granite Computer,Perez-Stein,77.98,54.586,Investment sure,Pick service bring when four professor.
251,Gorgeous Cotton Pants,"Roberts, Turner and Wheeler",69.65,48.75500000000001,Music reason,Off building time where.
252,Awesome Concrete Lamp,"Black, Callahan and Munoz",34.21,23.947,Behavior report,World whom theory size speak.
253,Small Cotton Bottle,Harris Inc,0.59,0.354,North response,Bit begin phone choose.
254,Aerodynamic Paper Car,Oliver-Garrett,31.32,18.792,Red child,Work eight woman manager art affect soon themselves.
255,Mediocre Wooden Knife,Leon PLC,43.29,25.974,Skin mind,Even response character upon begin lead.
256,Fantastic Copper Coat,Wilkerson Group,40.42,24.252000000000002,Discuss child,Artist challenge adult drug friend customer.
257,Rustic Silk Plate,"Delacruz, Russo and Todd",81.68,49.008,Wait oil,Fine consider police nice rather.
258,Lightweight Aluminum Bottle,"Jackson, Gonzalez and Lewis",79.5,47.7,Across although,Difficult put rise appear.
259,Fantastic Plastic Bag,White and Sons,64.65,32.325,Method decision,Soon we manage system collection range pass.
260,Practical Leather Gloves,"Ingram, Romero and Baker",30.36,18.216,Anything suddenly,Play five my explain.
261,Lightweight Copper Plate,Bentley Inc,33.33,26.663999999999998,Song happen,Whether mention message computer media degree heart.
262,Practical Cotton Chair,Scott-Vaughn,57.51,40.257,Door task,Stay sit finish personal kitchen brother letter mother.
263,Ergonomic Wooden Chair,Lewis-Garrison,87.31,43.655,Detail series,Law sea bring wish social need.
264,Durable Iron Bottle,Castro-Alexander,68.3,34.15,Small help,Decade soon idea treatment prove.
265,Durable Bronze Coat,Murphy Ltd,41.3,24.779999999999998,Address alone,Information law necessary explain large show necessary.
266,Rustic Cotton Wallet,"Fowler, Olson and Avila",90.84,54.504,Wide several,Free doctor several around interview.
267,Rustic Cotton Clock,"Saunders, Ramos and West",64.37,51.496,Concern environmental,Really join along answer.
268,Practical Bronze Plate,Chapman PLC,35.18,21.107999999999997,Participant history,Short already include purpose.
