order_id,customer_id,status,created_at,shipped_at,delivered_at,returned_at
26,7855,Complete,2021-02-12 09:12:06,2021-02-13 19:12:06,2021-02-15 16:12:06,
27,7325,Complete,2021-09-03 02:52:36,2021-09-04 22:52:36,2021-09-06 15:52:36,
28,7316,Complete,2021-02-08 06:11:40,2021-02-09 14:11:40,2021-02-10 20:11:40,
29,5980,Returned,2021-04-20 13:31:05,2021-04-22 03:31:05,2021-04-23 23:31:05,2021-04-27 22:31:05
30,1918,Complete,2021-06-13 19:52:37,2021-06-14 23:52:37,2021-06-16 16:52:37,
31,2613,Complete,2021-10-15 11:02:00,2021-10-17 03:02:00,2021-10-18 14:02:00,
32,1453,Cancelled,2021-09-30 00:42:22,,,
33,8723,Complete,2021-02-16 13:24:20,2021-02-18 05:24:20,2021-02-19 21:24:20,
34,8354,Complete,2021-08-29 11:54:16,2021-08-29 20:54:16,2021-08-31 12:54:16,
35,1249,Complete,2021-05-27 23:59:32,2021-05-29 09:59:32,2021-05-30 15:59:32,
36,4473,Complete,2021-05-05 13:35:00,2021-05-06 04:35:00,2021-05-07 19:35:00,
37,5408,Complete,2021-03-05 21:02:47,2021-03-06 13:02:47,2021-03-08 09:02:47,
38,2798,Complete,2021-05-14 09:34:59,2021-05-14 18:34:59,2021-05-16 16:34:59,
39,9459,Complete,2021-11-04 03:56:33,2021-11-04 11:56:33,2021-11-06 10:56:33,
40,5674,Processing,2021-08-27 10:15:42,,,
41,9577,Complete,2021-01-02 16:27:10,2021-01-04 05:27:10,2021-01-05 20:27:10,
42,2056,Complete,2021-09-27 03:38:52,2021-09-27 21:38:52,2021-09-29 17:38:52,
43,9062,Complete,2021-10-09 00:53:19,2021-10-09 10:53:19,2021-10-10 12:53:19,
44,4816,Cancelled,2021-07-31 23:37:04,,,
45,9831,Complete,2021-08-26 03:37:27,2021-08-27 07:37:27,2021-08-28 14:37:27,
46,3766,Processing,2021-07-04 21:56:21,,,
47,6185,Complete,2021-02-12 16:45:13,2021-02-13 11:45:13,2021-02-15 09:45:13,
48,6760,Returned,2021-04-22 19:54:29,2021-04-22 20:54:29,2021-04-24 03:54:29,2021-04-26 19:54:29
49,4841,Complete,2021-09-18 21:04:21,2021-09-18 23:04:21,2021-09-19 23:04:21,
50,4708,Complete,2021-01-01 00:36:26,2021-01-02 13:36:26,2021-01-03 18:36:26,
51,3712,Complete,2021-08-16 01:24:48,2021-08-17 08:24:48,2021-08-18 20:24:48,
52,8458,Complete,2021-08-13 04:07:27,2021-08-14 03:07:27,2021-08-15 19:07:27,
53,5479,Complete,2021-03-02 09:12:31,2021-03-03 10:12:31,2021-03-04 16:12:31,
54,7092,Complete,2021-04-07 09:22:51,2021-04-07 11:22:51,2021-04-09 10:22:51,
55,9452,Complete,2021-09-04 07:59:19,2021-09-05 22:59:19,2021-09-07 05:59:19,
56,9376,Cancelled,2021-10-01 08:42:08,,,
57,3723,Complete,2021-02-18 11:13:50,2021-02-18 21:13:50,2021-02-20 18:13:50,
58,5848,Complete,2021-04-26 11:05:54,2021-04-27 19:05:54,2021-04-29 16:05:54,
59,5178,Cancelled,2021-05-05 17:26:43,,,
60,6849,Complete,2021-11-01 03:52:51,2021-11-02 17:52:51,2021-11-03 19:52:51,
61,6209,Cancelled,2021-07-03 15:13:30,,,
62,2253,Complete,2021-05-14 06:14:02,2021-05-16 04:14:02,2021-05-17 10:14:02,
63,2221,Shipped,2021-02-03 08:10:20,2021-02-04 00:10:20,2021-02-05 15:10:20,
64,3119,Cancelled,2021-01-01 04:10:51,,,
65,2722,Complete,2021-04-22 09:19:08,2021-04-23 19:19:08,2021-04-25 08:19:08,
66,2795,Complete,2021-01-21 08:35:51,2021-01-21 20:35:51,2021-01-23 09:35:51,
67,2656,Returned,2021-08-19 12:05:53,2021-08-20 05:05:53,2021-08-22 02:05:53,2021-08-26 20:05:53
68,8002,Complete,2021-06-13 23:39:26,2021-06-15 08:39:26,2021-06-16 17:39:26,
69,6050,Complete,2021-03-17 23:07:11,2021-03-19 01:07:11,2021-03-20 06:07:11,
70,7391,Complete,2021-01-23 10:51:17,2021-01-24 02:51:17,2021-01-26 01:51:17,
71,2703,Complete,2021-09-10 20:23:36,2021-09-11 23:23:36,2021-09-13 17:23:36,
72,9199,Complete,2021-08-28 01:52:30,2021-08-28 12:52:30,2021-08-30 06:52:30,
73,1883,Complete,2021-07-12 02:54:43,2021-07-12 04:54:43,2021-07-14 02:54:43,
74,1102,Complete,2021-08-21 15:10:28,2021-08-21 20:10:28,2021-08-23 19:10:28,
75,2218,Complete,2021-07-29 01:46:41,2021-07-30 06:46:41,2021-07-31 20:46:41,
76,4076,Complete,2021-06-07 10:45:34,2021-06-08 12:45:34,2021-06-09 21:45:34,
77,1953,Complete,2021-04-07 20:11:02,2021-04-09 05:11:02,2021-04-10 18:11:02,
78,209,Complete,2021-10-27 04:54:55,2021-10-28 06:54:55,2021-10-29 10:54:55,
79,8579,Complete,2021-02-11 14:14:55,2021-02-12 15:14:55,2021-02-14 09:14:55,
80,7474,Cancelled,2021-04-19 18:52:28,,,
81,9221,Complete,2021-09-16 03:05:43,2021-09-17 05:05:43,2021-09-18 08:05:43,
82,7771,Complete,2021-08-07 19:56:15,2021-08-09 03:56:15,2021-08-10 23:56:15,
83,5400,Complete,2021-03-26 10:33:24,2021-03-27 11:33:24,2021-03-28 22:33:24,
84,5025,Cancelled,2021-03-03 19:58:41,,,
85,7404,Complete,2021-05-21 00:53:35,2021-05-22 12:53:35,2021-05-23 14:53:35,
86,8064,Complete,2021-05-29 13:05:14,2021-05-30 20:05:14,2021-06-01 06:05:14,
87,6444,Complete,2021-07-04 14:13:05,2021-07-06 09:13:05,2021-07-07 22:13:05,
88,5764,Complete,2021-09-23 12:21:13,2021-09-24 20:21:13,2021-09-25 23:21:13,
89,1550,Shipped,2021-01-07 22:48:07,2021-01-08 23:48:07,2021-01-10 00:48:07,
90,4094,Complete,2021-04-26 03:56:00,2021-04-27 18:56:00,2021-04-28 20:56:00,
91,1304,Complete,2021-06-06 09:12:35,2021-06-07 14:12:35,2021-06-08 22:12:35,
92,1175,Complete,2021-05-01 06:20:37,2021-05-01 15:20:37,2021-05-03 01:20:37,
93,6486,Complete,2021-05-31 00:33:21,2021-05-31 02:33:21,2021-06-01 15:33:21,
94,9249,Complete,2021-05-29 14:21:45,2021-05-30 00:21:45,2021-05-31 03:21:45,
95,369,Complete,2021-05-16 19:40:17,2021-05-17 02:40:17,2021-05-18 14:40:17,
96,638,Complete,2021-02-18 13:55:51,2021-02-19 12:55:51,2021-02-21 06:55:51,
97,1681,Complete,2021-05-13 04:28:12,2021-05-15 00:28:12,2021-05-16 13:28:12,
98,6575,Complete,2021-07-04 23:09:12,2021-07-05 22:09:12,2021-07-07 19:09:12,
99,2254,Complete,2021-09-12 09:29:15,2021-09-13 08:29:15,2021-09-15 07:29:15,
100,7690,Complete,2021-09-27 01:16:07,2021-09-27 10:16:07,2021-09-28 19:16:07,
101,8446,Complete,2021-09-04 21:33:16,2021-09-04 22:33:16,2021-09-06 16:33:16,
102,8192,Complete,2021-01-24 23:02:04,2021-01-25 04:02:04,2021-01-26 10:02:04,
103,6729,Cancelled,2021-10-09 09:15:07,,,
104,191,Complete,2021-10-05 19:35:00,2021-10-07 01:35:00,2021-10-08 12:35:00,
105,7973,Complete,2021-02-16 06:57:28,2021-02-17 13:57:28,2021-02-19 04:57:28,
106,9615,Complete,2021-09-07 10:32:29,2021-09-09 05:32:29,2021-09-10 05:32:29,
107,8536,Complete,2021-03-28 04:24:17,2021-03-29 22:24:17,2021-03-31 08:24:17,
108,1343,Complete,2021-03-25 18:51:14,2021-03-25 20:51:14,2021-03-27 06:51:14,
109,1454,Cancelled,2021-08-13 13:19:26,,,
110,6078,Cancelled,2021-07-30 19:53:24,,,
111,2197,Complete,2021-02-14 21:57:27,2021-02-14 22:57:27,2021-02-16 05:57:27,
112,2390,Complete,2021-01-01 05:32:38,2021-01-02 00:32:38,2021-01-03 18:32:38,
113,9229,Complete,2021-11-08 19:15:48,2021-11-10 09:15:48,2021-11-12 02:15:48,
114,1009,Complete,2021-01-06 13:58:38,2021-01-06 21:58:38,2021-01-08 07:58:38,
115,7187,Complete,2021-03-04 21:47:02,2021-03-05 15:47:02,2021-03-06 23:47:02,
116,8678,Cancelled,2021-04-22 17:19:59,,,
117,6118,Complete,2021-03-15 12:38:19,2021-03-16 14:38:19,2021-03-18 03:38:19,
118,2711,Complete,2021-05-26 01:27:31,2021-05-26 20:27:31,2021-05-28 13:27:31,
119,7227,Complete,2021-06-07 21:06:24,2021-06-08 08:06:24,2021-06-09 11:06:24,
120,654,Complete,2021-09-11 05:00:33,2021-09-12 06:00:33,2021-09-14 02:00:33,
121,3554,Complete,2021-04-30 11:46:51,2021-05-02 06:46:51,2021-05-03 06:46:51,
122,6581,Complete,2021-09-14 14:39:25,2021-09-15 12:39:25,2021-09-16 12:39:25,
123,3558,Complete,2021-04-02 11:01:31,2021-04-03 07:01:31,2021-04-04 21:01:31,
124,1885,Complete,2021-06-04 01:53:01,2021-06-04 18:53:01,2021-06-06 12:53:01,
125,3562,Complete,2021-09-22 04:44:37,2021-09-23 22:44:37,2021-09-25 03:44:37,
126,2134,Returned,2021-07-21 05:47:08,2021-07-21 22:47:08,2021-07-23 06:47:08,2021-07-26 22:47:08
127,3942,Complete,2021-08-02 20:02:36,2021-08-03 12:02:36,2021-08-05 08:02:36,
128,902,Complete,2021-10-20 22:34:43,2021-10-20 23:34:43,2021-10-22 20:34:43,
129,1560,Complete,2021-08-08 01:58:52,2021-08-09 15:58:52,2021-08-10 21:58:52,
130,2572,Shipped,2021-09-28 10:25:55,2021-09-30 08:25:55,2021-10-01 17:25:55,
131,1289,Complete,2021-08-18 17:43:36,2021-08-19 07:43:36,2021-08-21 00:43:36,
132,6214,Complete,2021-01-11 08:01:56,2021-01-11 10:01:56,2021-01-13 09:01:56,
133,5097,Complete,2021-10-29 06:33:50,2021-10-30 04:33:50,2021-10-31 06:33:50,
134,7739,Complete,2021-06-03 08:37:31,2021-06-04 23:37:31,2021-06-06 10:37:31,
135,1873,Complete,2021-10-27 16:59:31,2021-10-28 05:59:31,2021-10-29 22:59:31,
136,2708,Complete,2021-01-07 23:41:00,2021-01-08 04:41:00,2021-01-09 12:41:00,
137,1735,Complete,2021-06-03 00:16:48,2021-06-03 14:16:48,2021-06-05 13:16:48,
138,4612,Complete,2021-10-28 13:20:44,2021-10-30 09:20:44,2021-10-31 12:20:44,
139,2653,Complete,2021-10-18 20:52:25,2021-10-18 21:52:25,2021-10-20 07:52:25,
140,7634,Complete,2021-10-28 11:46:20,2021-10-29 18:46:20,2021-10-31 03:46:20,
141,3745,Processing,2021-04-15 21:51:01,,,
142,2273,Complete,2021-04-27 19:47:29,2021-04-28 13:47:29,2021-04-30 02:47:29,
143,7908,Cancelled,2021-01-13 16:03:06,,,
144,8869,Complete,2021-01-22 05:03:00,2021-01-23 22:03:00,2021-01-25 05:03:00,
145,9005,Complete,2021-10-18 00:43:12,2021-10-19 19:43:12,2021-10-21 00:43:12,
146,1245,Complete,2021-05-09 14:17:33,2021-05-11 09:17:33,2021-05-12 17:17:33,
147,6431,Complete,2021-02-23 06:31:08,2021-02-24 00:31:08,2021-02-25 20:31:08,
148,2638,Complete,2021-09-15 03:18:49,2021-09-16 11:18:49,2021-09-18 08:18:49,
149,6961,Processing,2021-07-30 18:26:45,,,
150,3909,Processing,2021-09-28 19:07:37,,,
151,3492,Complete,2021-04-02 17:52:11,2021-04-03 08:52:11,2021-04-04 16:52:11,
152,9104,Complete,2021-10-24 00:39:03,2021-10-25 03:39:03,2021-10-27 02:39:03,
153,7734,Complete,2021-09-13 04:34:58,2021-09-14 11:34:58,2021-09-16 02:34:58,
154,8304,Complete,2021-01-25 11:44:30,2021-01-25 17:44:30,2021-01-27 15:44:30,
155,4338,Complete,2021-11-07 00:42:48,2021-11-08 10:42:48,2021-11-09 10:42:48,
156,2937,Complete,2021-10-31 07:17:23,2021-11-02 05:17:23,2021-11-03 23:17:23,
157,4685,Complete,2021-01-09 18:34:48,2021-01-10 02:34:48,2021-01-11 21:34:48,
158,9569,Cancelled,2021-05-12 19:54:20,,,
159,7945,Complete,2021-07-11 15:48:33,2021-07-13 14:48:33,2021-07-15 00:48:33,
160,737,Complete,2021-07-12 08:37:50,2021-07-13 17:37:50,2021-07-15 07:37:50,
161,8071,Complete,2021-01-28 18:50:42,2021-01-29 10:50:42,2021-01-30 23:50:42,
162,9170,Complete,2021-06-06 17:40:22,2021-06-07 04:40:22,2021-06-08 04:40:22,
163,270,Complete,2021-08-18 11:28:00,2021-08-20 02:28:00,2021-08-21 11:28:00,
164,8554,Processing,2021-09-06 22:09:55,,,
165,4578,Complete,2021-06-25 07:54:59,2021-06-26 12:54:59,2021-06-28 04:54:59,
166,2007,Complete,2021-04-15 07:53:48,2021-04-16 00:53:48,2021-04-17 05:53:48,
167,4054,Shipped,2021-05-31 13:16:04,2021-06-01 16:16:04,2021-06-03 00:16:04,
168,9545,Shipped,2021-10-03 22:20:11,2021-10-05 16:20:11,2021-10-06 16:20:11,
169,1364,Complete,2021-08-27 02:53:29,2021-08-28 01:53:29,2021-08-29 12:53:29,
170,15,Complete,2021-07-31 23:43:56,2021-08-01 13:43:56,2021-08-03 02:43:56,
171,3861,Complete,2021-01-12 01:49:31,2021-01-12 20:49:31,2021-01-14 03:49:31,
172,4077,Complete,2021-11-02 04:11:52,2021-11-02 15:11:52,2021-11-03 23:11:52,
173,4407,Complete,2021-03-18 11:22:00,2021-03-19 10:22:00,2021-03-21 03:22:00,
174,9730,Complete,2021-02-03 20:52:25,2021-02-05 07:52:25,2021-02-06 17:52:25,
175,7448,Complete,2021-10-17 15:44:06,2021-10-18 03:44:06,2021-10-19 04:44:06,
176,2000,Complete,2021-09-28 09:46:16,2021-09-29 18:46:16,2021-10-01 04:46:16,
177,7316,Complete,2021-01-07 02:23:28,2021-01-07 19:23:28,2021-01-08 20:23:28,
178,2450,Complete,2021-10-15 07:27:38,2021-10-16 16:27:38,2021-10-18 12:27:38,
179,3751,Complete,2021-01-12 23:31:26,2021-01-14 21:31:26,2021-01-16 09:31:26,
180,4577,Complete,2021-06-14 21:22:18,2021-06-14 23:22:18,2021-06-16 17:22:18,
181,451,Complete,2021-09-26 00:02:41,2021-09-27 23:02:41,2021-09-29 10:02:41,
182,6791,Complete,2021-08-29 19:24:41,2021-08-31 13:24:41,2021-09-02 05:24:41,
183,8555,Returned,2021-10-22 10:54:24,2021-10-22 13:54:24,2021-10-23 21:54:24,2021-10-27 02:54:24
184,7860,Complete,2021-06-05 10:28:34,2021-06-07 00:28:34,2021-06-08 18:28:34,
185,1962,Processing,2021-04-18 04:56:30,,,
186,7522,Complete,2021-08-30 23:29:02,2021-08-31 01:29:02,2021-09-01 04:29:02,
187,2920,Complete,2021-06-13 22:12:50,2021-06-14 05:12:50,2021-06-16 01:12:50,
188,9958,Cancelled,2021-04-28 01:02:51,,,
189,2499,Complete,2021-02-23 02:02:09,2021-02-23 10:02:09,2021-02-24 18:02:09,
190,3247,Complete,2021-10-22 08:27:59,2021-10-23 12:27:59,2021-10-25 02:27:59,
191,7857,Complete,2021-11-01 04:09:57,2021-11-02 08:09:57,2021-11-03 15:09:57,
192,7284,Complete,2021-08-25 11:16:19,2021-08-25 19:16:19,2021-08-27 13:16:19,
193,2354,Complete,2021-01-10 03:04:37,2021-01-11 13:04:37,2021-01-13 06:04:37,
194,9469,Complete,2021-06-15 13:25:19,2021-06-16 05:25:19,2021-06-17 19:25:19,
195,6083,Complete,2021-08-16 04:50:17,2021-08-16 21:50:17,2021-08-18 13:50:17,
196,4307,Complete,2021-10-15 16:23:38,2021-10-17 08:23:38,2021-10-19 06:23:38,
197,3256,Complete,2021-08-17 08:20:31,2021-08-18 18:20:31,2021-08-20 00:20:31,
198,4883,Complete,2021-01-10 16:30:07,2021-01-11 06:30:07,2021-01-12 19:30:07,
199,3202,Complete,2021-03-15 02:09:12,2021-03-16 00:09:12,2021-03-17 07:09:12,
200,5041,Complete,2021-09-27 12:22:37,2021-09-28 01:22:37,2021-09-29 19:22:37,
201,4205,Complete,2021-08-28 00:04:56,2021-08-29 14:04:56,2021-08-30 21:04:56,
202,2216,Complete,2021-11-02 04:31:24,2021-11-02 13:31:24,2021-11-04 04:31:24,
203,3223,Complete,2021-07-26 13:12:52,2021-07-27 08:12:52,2021-07-29 01:12:52,
204,8785,Complete,2021-01-29 23:44:30,2021-01-30 11:44:30,2021-02-01 02:44:30,
205,4334,Complete,2021-10-28 02:44:29,2021-10-28 03:44:29,2021-10-29 04:44:29,
206,9533,Cancelled,2021-08-25 13:38:01,,,
207,6651,Complete,2021-08-10 04:19:35,2021-08-10 15:19:35,2021-08-12 11:19:35,
208,6547,Complete,2021-06-12 17:10:54,2021-06-14 10:10:54,2021-06-16 02:10:54,
209,5861,Complete,2021-08-01 21:00:44,2021-08-03 14:00:44,2021-08-05 09:00:44,
210,2758,Cancelled,2021-04-06 06:35:03,,,
211,7653,Complete,2021-04-30 01:34:09,2021-05-01 08:34:09,2021-05-03 04:34:09,
212,8092,Processing,2021-03-31 02:20:25,,,
213,6120,Cancelled,2021-03-05 17:22:00,,,
214,6302,Complete,2021-09-15 16:51:11,2021-09-17 06:51:11,2021-09-19 05:51:11,
215,1394,Complete,2021-09-13 19:52:41,2021-09-14 12:52:41,2021-09-15 14:52:41,
216,1305,Complete,2021-10-28 05:22:52,2021-10-28 20:22:52,2021-10-30 13:22:52,
217,2217,Processing,2021-03-08 04:28:40,,,
218,3136,Complete,2021-01-24 22:33:25,2021-01-26 04:33:25,2021-01-28 00:33:25,
219,2332,Cancelled,2021-06-20 23:36:51,,,
220,9506,Complete,2021-07-20 00:22:25,2021-07-21 07:22:25,2021-07-23 03:22:25,
221,7565,Complete,2021-01-31 08:25:00,2021-02-02 04:25:00,2021-02-03 15:25:00,
222,7862,Complete,2021-08-30 07:38:37,2021-08-31 23:38:37,2021-09-02 10:38:37,
223,4277,Processing,2021-08-03 17:47:25,,,
224,6502,Complete,2021-08-13 06:20:42,2021-08-13 20:20:42,2021-08-15 18:20:42,
225,8579,Complete,2021-09-21 15:27:27,2021-09-22 11:27:27,2021-09-23 20:27:27,
226,7543,Complete,2021-08-11 04:16:50,2021-08-11 12:16:50,2021-08-12 19:16:50,
227,1727,Complete,2021-09-26 08:13:11,2021-09-26 21:13:11,2021-09-28 05:13:11,
228,684,Complete,2021-07-16 10:29:38,2021-07-17 20:29:38,2021-07-19 10:29:38,
229,3068,Complete,2021-02-26 19:05:16,2021-02-28 01:05:16,2021-03-01 14:05:16,
230,4508,Complete,2021-03-01 15:35:52,2021-03-02 20:35:52,2021-03-04 10:35:52,
231,4643,Returned,2021-01-23 04:49:12,2021-01-24 12:49:12,2021-01-25 12:49:12,2021-01-28 11:49:12
232,2668,Cancelled,2021-03-14 00:58:20,,,
233,8172,Cancelled,2021-01-25 16:16:07,,,
234,2747,Complete,2021-10-15 02:41:40,2021-10-15 10:41:40,2021-10-17 07:41:40,
235,6097,Complete,2021-05-18 07:28:25,2021-05-18 20:28:25,2021-05-19 20:28:25,
236,1594,Complete,2021-03-19 05:25:08,2021-03-20 20:25:08,2021-03-22 15:25:08,
237,3047,Complete,2021-11-05 10:43:13,2021-11-05 17:43:13,2021-11-06 21:43:13,
238,9753,Complete,2021-04-05 08:18:51,2021-04-07 07:18:51,2021-04-08 10:18:51,
239,6211,Complete,2021-10-05 12:30:11,2021-10-05 19:30:11,2021-10-07 04:30:11,
240,5963,Complete,2021-10-27 07:05:59,2021-10-28 11:05:59,2021-10-30 08:05:59,
241,6108,Complete,2021-08-16 12:36:05,2021-08-17 07:36:05,2021-08-18 14:36:05,
242,2872,Complete,2021-05-14 02:11:45,2021-05-16 00:11:45,2021-05-17 12:11:45,
243,9797,Complete,2021-09-26 23:35:34,2021-09-27 03:35:34,2021-09-28 20:35:34,
244,9192,Processing,2021-06-30 13:08:10,,,
245,9583,Complete,2021-08-22 06:53:23,2021-08-23 15:53:23,2021-08-25 14:53:23,
246,3019,Complete,2021-08-22 22:23:39,2021-08-23 03:23:39,2021-08-25 02:23:39,
247,6611,Complete,2021-02-06 09:30:09,2021-02-06 20:30:09,2021-02-08 19:30:09,
248,4526,Complete,2021-07-28 10:41:31,2021-07-30 00:41:31,2021-07-31 16:41:31,
249,8572,Complete,2021-01-25 02:21:49,2021-01-25 19:21:49,2021-01-27 18:21:49,
250,8097,Complete,2021-05-19 17:05:22,2021-05-19 21:05:22,2021-05-20 21:05:22,
251,8355,Complete,2021-06-27 05:48:36,2021-06-27 09:48:36,2021-06-29 03:48:36,
252,9644,Complete,2021-03-09 10:57:18,2021-03-09 19:57:18,2021-03-11 16:57:18,
253,2064,Cancelled,2021-06-21 04:19:48,,,
254,5006,Complete,2021-01-16 03:34:43,2021-01-16 23:34:43,2021-01-18 07:34:43,
255,577,Cancelled,2021-11-13 12:04:54,,,
256,6393,Complete,2021-08-13 17:40:35,2021-08-14 23:40:35,2021-08-16 03:40:35,
257,8802,Complete,2021-03-24 00:45:33,2021-03-25 23:45:33,2021-03-27 04:45:33,
258,7670,Complete,2021-08-18 02:38:41,2021-08-19 06:38:41,2021-08-20 14:38:41,
259,6917,Complete,2021-02-01 08:16:59,2021-02-02 23:16:59,2021-02-04 22:16:59,
260,3648,Complete,2021-08-17 13:22:34,2021-08-17 23:22:34,2021-08-19 07:22:34,
261,1160,Cancelled,2021-03-07 09:32:44,,,
262,9138,Cancelled,2021-09-25 18:15:46,,,
263,9983,Complete,2021-10-12 19:30:58,2021-10-13 12:30:58,2021-10-15 03:30:58,
264,3728,Complete,2021-05-20 15:47:26,2021-05-21 22:47:26,2021-05-23 18:47:26,
265,7929,Processing,2021-07-26 21:58:17,,,
266,9923,Complete,2021-05-26 23:04:01,2021-05-28 22:04:01,2021-05-30 11:04:01,
267,754,Complete,2021-07-21 08:13:45,2021-07-21 21:13:45,2021-07-23 14:13:45,
268,3695,Complete,2021-07-20 02:36:22,2021-07-21 11:36:22,2021-07-22 20:36:22,
269,4900,Cancelled,2021-03-02 08:41:34,,,
270,2698,Complete,2021-09-28 01:05:13,2021-09-29 09:05:13,2021-09-30 19:05:13,
271,153,Complete,2021-01-01 09:07:28,2021-01-02 15:07:28,2021-01-03 19:07:28,
272,5953,Complete,2021-02-21 21:21:32,2021-02-21 22:21:32,2021-02-23 07:21:32,
273,9726,Complete,2021-09-23 23:26:15,2021-09-25 12:26:15,2021-09-27 06:26:15,
274,2179,Complete,2021-04-16 15:37:41,2021-04-18 07:37:41,2021-04-19 18:37:41,
275,2552,Complete,2021-01-14 05:44:16,2021-01-14 14:44:16,2021-01-15 22:44:16,
276,270,Complete,2021-07-04 16:43:03,2021-07-04 19:43:03,2021-07-06 09:43:03,
277,4646,Complete,2021-03-29 17:47:08,2021-03-30 12:47:08,2021-04-01 09:47:08,
278,2222,Complete,2021-03-20 06:17:55,2021-03-20 18:17:55,2021-03-21 22:17:55,
279,1794,Complete,2021-07-18 05:46:33,2021-07-19 23:46:33,2021-07-21 14:46:33,
280,686,Complete,2021-04-25 18:13:43,2021-04-26 14:13:43,2021-04-28 06:13:43,
281,8124,Complete,2021-10-08 07:21:16,2021-10-08 15:21:16,2021-10-10 11:21:16,
282,5052,Complete,2021-07-04 14:10:54,2021-07-04 17:10:54,2021-07-06 09:10:54,
283,3319,Complete,2021-07-13 20:52:37,2021-07-14 23:52:37,2021-07-16 04:52:37,
284,4659,Complete,2021-08-24 02:01:28,2021-08-24 04:01:28,2021-08-25 23:01:28,
285,3384,Complete,2021-09-10 02:40:35,2021-09-10 05:40:35,2021-09-11 22:40:35,
286,2498,Complete,2021-05-03 21:33:12,2021-05-04 12:33:12,2021-05-06 00:33:12,
287,7751,Complete,2021-10-24 07:45:55,2021-10-26 00:45:55,2021-10-27 11:45:55,
288,1686,Complete,2021-06-12 15:43:50,2021-06-14 03:43:50,2021-06-15 10:43:50,
289,6543,Complete,2021-07-23 21:30:53,2021-07-25 03:30:53,2021-07-26 19:30:53,
290,9317,Cancelled,2021-08-06 00:53:44,,,
291,7627,Processing,2021-05-07 10:31:06,,,
292,2485,Complete,2021-09-02 19:17:04,2021-09-03 04:17:04,2021-09-05 00:17:04,
293,7906,Returned,2021-07-10 19:04:40,2021-07-11 11:04:40,2021-07-12 21:04:40,2021-07-16 17:04:40
294,522,Complete,2021-03-22 10:44:13,2021-03-23 01:44:13,2021-03-24 05:44:13,
295,1587,Complete,2021-07-09 19:06:04,2021-07-09 22:06:04,2021-07-11 21:06:04,
296,1569,Complete,2021-11-06 20:28:16,2021-11-07 01:28:16,2021-11-08 21:28:16,
297,6075,Cancelled,2021-02-09 22:15:31,,,
298,5576,Complete,2021-02-14 02:32:45,2021-02-15 08:32:45,2021-02-16 11:32:45,
299,7575,Complete,2021-02-04 15:15:02,2021-02-04 22:15:02,2021-02-06 15:15:02,
300,5625,Complete,2021-05-23 12:46:10,2021-05-23 18:46:10,2021-05-25 08:46:10,
301,4780,Complete,2021-09-15 18:47:35,2021-09-16 02:47:35,2021-09-17 10:47:35,
302,2256,Complete,2021-01-21 22:28:31,2021-01-22 22:28:31,2021-01-24 17:28:31,
303,1702,Cancelled,2021-04-26 06:14:31,,,
